sorting,graph,tree,partition,basic_knowledge,loop_and_branch,simulate,weakness
0.84,0.82,0.57,0.49,0.61,0.85,0.65,tree;partition
0.77,0.78,0.62,0.98,0.93,0.68,0.58,simulate
0.61,0.61,0.9,0.63,0.65,0.84,0.92,
0.52,0.62,0.89,0.62,0.77,0.82,0.69,sorting
0.58,0.92,0.92,0.71,0.95,0.63,0.89,sorting
0.54,0.87,0.67,0.91,0.94,0.66,0.89,sorting
0.74,0.46,0.54,0.98,0.92,0.98,0.88,graph;tree
0.89,0.89,0.91,0.65,0.57,0.88,0.85,basic_knowledge
0.6,0.72,0.82,0.94,0.69,0.49,0.71,loop_and_branch
0.94,0.65,0.48,0.56,0.57,0.9,0.71,tree;partition;basic_knowledge
0.94,0.65,0.89,0.58,0.78,0.55,0.68,partition;loop_and_branch
0.91,0.81,0.51,0.63,0.54,0.87,0.87,tree;basic_knowledge
0.6,0.65,0.46,0.5,0.95,0.46,0.85,tree;partition;loop_and_branch
0.54,0.76,0.57,0.83,0.74,0.6,0.55,sorting;tree;simulate
0.98,0.81,0.82,0.44,0.61,0.7,0.87,partition
0.76,0.67,0.83,0.81,0.51,0.65,0.9,basic_knowledge
0.58,0.6,0.48,0.86,0.49,0.87,0.81,sorting;tree;basic_knowledge
0.52,0.88,0.82,0.73,0.75,0.5,0.63,sorting;loop_and_branch
0.47,0.84,0.85,0.74,0.92,0.47,0.86,sorting;loop_and_branch
0.72,0.64,0.56,0.74,0.75,0.53,0.9,tree;loop_and_branch
0.57,0.61,0.5,0.84,0.89,0.98,0.57,sorting;tree;simulate
0.48,0.93,0.7,0.73,0.86,0.59,0.81,sorting;loop_and_branch
0.99,0.5,0.64,0.85,0.95,0.69,0.76,graph
0.96,0.75,0.49,0.77,0.49,0.58,0.62,tree;basic_knowledge;loop_and_branch
0.45,0.97,0.5,0.71,0.56,0.86,0.83,sorting;tree;basic_knowledge
0.81,0.82,0.99,0.68,0.76,0.53,0.82,loop_and_branch
0.69,0.48,0.94,0.85,0.74,0.87,0.75,graph
0.67,0.47,0.76,0.82,0.73,0.51,0.53,graph;loop_and_branch;simulate
0.84,0.57,0.47,0.58,0.56,0.5,0.44,graph;tree;partition;basic_knowledge;loop_and_branch;simulate
0.89,0.84,0.96,0.78,0.56,0.97,0.88,basic_knowledge
0.7,0.92,0.46,0.6,0.88,0.75,0.68,tree
0.84,0.9,0.98,0.98,0.61,0.94,0.57,simulate
0.94,0.95,0.9,0.63,0.71,0.86,0.92,
0.47,0.68,0.72,0.52,0.62,0.53,0.57,sorting;partition;loop_and_branch;simulate
0.61,0.88,0.57,0.47,0.48,0.83,0.67,tree;partition;basic_knowledge
0.53,0.85,0.85,0.49,0.44,0.63,0.72,sorting;partition;basic_knowledge
0.6,0.7,0.83,0.88,0.58,0.52,0.73,basic_knowledge;loop_and_branch
0.96,0.83,0.65,0.55,0.94,0.64,0.65,partition
0.84,0.53,0.67,0.54,0.9,0.6,0.87,graph;partition
0.61,0.73,0.49,0.7,0.49,0.66,0.6,tree;basic_knowledge
0.9,0.86,0.47,0.74,0.85,0.48,0.56,tree;loop_and_branch;simulate
0.59,0.9,0.7,0.92,0.9,0.98,0.73,sorting
0.9,0.67,0.62,0.96,0.95,0.51,0.92,loop_and_branch
0.85,0.75,0.87,0.75,0.99,0.46,0.57,loop_and_branch;simulate
0.68,0.65,0.62,0.8,0.48,0.8,0.48,basic_knowledge;simulate
0.75,0.52,0.48,0.81,0.48,0.63,0.54,graph;tree;basic_knowledge;simulate
0.74,0.66,0.9,0.72,0.63,0.44,0.83,loop_and_branch
0.48,0.96,0.59,0.85,0.86,0.83,0.86,sorting;tree
0.56,0.8,0.98,0.94,0.52,0.88,0.47,sorting;basic_knowledge;simulate
0.52,0.7,0.47,0.51,0.91,0.65,0.9,sorting;tree;partition
0.52,0.51,0.46,0.98,0.65,0.74,0.66,sorting;graph;tree
0.78,0.52,0.46,0.7,0.96,0.48,0.48,graph;tree;loop_and_branch;simulate
0.5,0.58,0.87,0.69,0.91,0.62,0.67,sorting;graph
0.89,0.58,0.8,0.58,0.98,0.57,0.97,graph;partition;loop_and_branch
0.69,0.56,0.94,0.7,0.48,0.88,0.96,graph;basic_knowledge
0.73,0.76,0.96,0.82,0.77,0.59,0.69,loop_and_branch
0.94,0.87,0.57,0.82,0.5,0.87,0.49,tree;basic_knowledge;simulate
0.75,0.57,0.58,0.53,0.78,0.71,0.53,graph;tree;partition;simulate
0.93,0.71,0.78,0.9,0.77,0.61,0.87,
0.7,0.75,0.85,0.48,0.8,0.83,0.83,partition
0.58,0.9,0.56,0.59,0.65,0.87,0.95,sorting;tree;partition
0.81,0.66,0.71,0.77,0.55,0.5,0.78,basic_knowledge;loop_and_branch
0.6,0.64,0.43,0.82,0.77,0.72,0.99,tree
0.62,0.53,0.48,0.97,0.86,0.92,0.7,graph;tree
0.91,0.67,0.81,0.75,0.75,0.56,0.48,loop_and_branch;simulate
0.82,0.86,0.97,0.69,0.84,0.59,0.97,loop_and_branch
0.59,0.59,0.84,0.76,0.95,0.81,0.97,sorting;graph
0.91,0.73,0.92,0.7,0.47,0.53,0.48,basic_knowledge;loop_and_branch;simulate
0.57,0.98,0.83,0.62,0.87,0.51,0.85,sorting;loop_and_branch
0.55,0.85,0.65,0.76,0.64,0.46,0.85,sorting;loop_and_branch
0.94,0.66,0.65,0.97,0.64,0.69,0.98,
0.92,0.5,0.9,0.79,0.85,0.93,0.8,graph
0.51,0.8,0.5,0.77,0.86,0.97,0.91,sorting;tree
0.72,0.95,0.9,0.93,0.79,0.71,0.83,
0.8,0.52,0.84,0.76,0.49,0.45,0.72,graph;basic_knowledge;loop_and_branch
0.45,0.55,0.5,0.74,0.9,0.99,0.47,sorting;graph;tree;simulate
0.65,0.98,0.87,0.52,0.64,0.59,0.94,partition;loop_and_branch
0.5,0.47,0.46,0.58,0.88,0.43,0.62,sorting;graph;tree;partition;loop_and_branch
0.55,0.96,0.46,0.84,0.92,0.69,0.65,sorting;tree
0.58,0.78,0.93,0.71,0.54,0.53,0.59,sorting;basic_knowledge;loop_and_branch;simulate
0.94,0.51,0.79,0.8,0.9,0.57,0.6,graph;loop_and_branch
0.58,0.5,0.94,0.89,0.89,0.46,0.56,sorting;graph;loop_and_branch;simulate
0.75,0.71,0.96,0.73,0.93,0.47,0.61,loop_and_branch
0.61,0.67,0.82,0.77,0.75,0.9,0.52,simulate
0.63,0.52,0.82,0.67,0.72,0.77,0.54,graph;simulate
0.65,0.46,0.55,0.97,0.45,0.95,0.47,graph;tree;basic_knowledge;simulate
0.85,0.74,0.95,0.57,0.57,0.79,0.78,partition;basic_knowledge
0.94,0.78,0.44,0.44,0.56,0.66,0.89,tree;partition;basic_knowledge
0.8,0.77,0.53,0.97,0.51,0.9,0.85,tree;basic_knowledge
0.86,0.44,0.44,0.53,0.83,0.49,0.8,graph;tree;partition;loop_and_branch
0.9,0.49,0.53,0.53,0.74,0.57,0.91,graph;tree;partition;loop_and_branch
0.66,0.77,0.74,0.68,0.77,0.72,0.72,
0.83,0.88,0.54,0.61,0.86,0.92,0.91,tree
0.76,0.94,0.59,0.84,0.72,0.98,0.89,tree
0.72,0.86,0.91,0.84,0.88,0.64,0.48,simulate
0.76,0.98,0.88,0.65,0.53,0.98,0.46,basic_knowledge;simulate
0.53,0.59,0.87,0.62,0.69,0.89,0.45,sorting;graph;simulate
0.59,0.81,0.43,0.44,0.47,0.83,0.61,sorting;tree;partition;basic_knowledge
0.85,0.57,0.53,0.79,0.49,0.62,0.9,graph;tree;basic_knowledge
0.72,0.6,0.75,0.66,0.59,0.78,0.68,basic_knowledge
0.98,0.95,0.51,0.64,0.7,0.57,0.61,tree;loop_and_branch
0.77,0.79,0.92,0.74,0.95,0.62,0.54,simulate
0.67,0.7,0.64,0.59,0.84,0.7,0.83,partition
0.59,0.8,0.46,0.98,0.94,0.89,0.87,sorting;tree
0.55,0.7,0.76,0.48,0.77,0.5,0.75,sorting;partition;loop_and_branch
0.63,0.64,0.47,0.89,0.81,0.8,0.69,tree
0.71,0.98,0.6,0.92,0.65,0.46,0.81,loop_and_branch
0.44,0.53,0.51,0.84,0.72,0.84,0.48,sorting;graph;tree;simulate
0.86,0.97,0.68,0.69,0.52,0.9,0.8,basic_knowledge
0.66,0.64,0.73,0.89,0.46,0.7,0.55,basic_knowledge;simulate
0.53,0.83,0.51,0.63,0.76,0.62,0.75,sorting;tree
0.65,0.65,0.48,0.77,0.52,0.96,0.54,tree;basic_knowledge;simulate
0.6,0.7,0.98,0.87,0.44,0.65,0.99,basic_knowledge
0.85,0.77,0.88,0.6,0.6,0.73,0.86,
0.9,0.85,0.64,0.62,0.62,0.5,0.48,loop_and_branch;simulate
0.75,0.91,0.87,0.72,0.57,0.95,0.63,basic_knowledge
0.98,0.74,0.46,0.79,0.68,0.76,0.85,tree
0.7,0.44,0.63,0.61,0.45,0.67,0.75,graph;basic_knowledge
0.54,0.83,0.66,0.76,0.57,0.47,0.74,sorting;basic_knowledge;loop_and_branch
0.5,0.71,0.59,0.71,0.45,0.54,0.83,sorting;tree;basic_knowledge;loop_and_branch
0.62,0.65,0.68,0.94,0.97,0.95,0.79,
0.94,0.87,0.57,0.74,0.63,0.71,0.52,tree;simulate
0.57,0.52,0.66,0.7,0.77,0.86,0.95,sorting;graph
0.96,0.99,0.65,0.55,0.77,0.69,0.89,partition
0.64,0.5,0.78,0.97,0.54,0.84,0.55,graph;basic_knowledge;simulate
0.64,0.54,0.86,0.97,0.83,0.54,0.56,graph;loop_and_branch;simulate
0.43,0.78,0.51,0.84,0.86,0.86,0.96,sorting;tree
0.85,0.62,0.84,0.69,0.6,0.48,0.56,loop_and_branch;simulate
0.92,0.84,0.48,0.86,0.49,0.85,0.7,tree;basic_knowledge
0.64,0.51,0.73,0.98,0.64,0.78,0.98,graph
0.81,0.43,0.9,0.72,0.81,0.59,0.5,graph;loop_and_branch;simulate
0.92,0.73,0.91,0.65,0.69,0.66,0.93,
0.66,0.74,0.62,0.83,0.97,0.56,0.72,loop_and_branch
0.72,0.5,0.86,0.57,0.53,0.76,0.86,graph;partition;basic_knowledge
0.48,0.64,0.85,0.46,0.61,0.56,0.7,sorting;partition;loop_and_branch
0.99,0.54,0.86,0.67,0.45,0.58,0.78,graph;basic_knowledge;loop_and_branch
0.75,0.94,0.84,0.67,0.48,0.62,0.64,basic_knowledge
0.64,0.85,0.74,0.87,0.8,0.79,0.86,
0.82,0.5,0.65,0.76,0.87,0.84,0.79,graph
0.47,0.57,0.58,0.44,0.75,0.52,0.8,sorting;graph;tree;partition;loop_and_branch
0.58,0.63,0.47,0.63,0.53,0.52,0.66,sorting;tree;basic_knowledge;loop_and_branch
0.79,0.58,0.88,0.59,0.48,0.53,0.55,graph;partition;basic_knowledge;loop_and_branch;simulate
0.8,0.92,0.62,0.68,0.73,0.44,0.75,loop_and_branch
0.47,0.56,0.66,0.83,0.77,0.89,0.74,sorting;graph
0.9,0.76,0.75,0.58,0.48,0.59,0.92,partition;basic_knowledge;loop_and_branch
0.56,0.83,0.76,0.6,0.63,0.6,0.95,sorting
0.57,0.89,0.95,0.87,0.99,0.62,0.83,sorting
0.69,0.44,0.71,0.85,0.85,0.66,0.55,graph;simulate
0.71,0.74,0.5,0.77,0.87,0.75,0.87,tree
0.61,0.56,0.98,0.75,0.6,0.55,0.9,graph;loop_and_branch
0.7,0.95,0.6,0.58,0.85,0.79,0.6,partition
0.46,0.74,0.6,0.87,0.97,0.84,0.92,sorting
0.52,0.56,0.58,0.63,0.73,0.78,0.76,sorting;graph;tree
0.84,0.57,0.97,0.73,0.58,0.96,0.73,graph;basic_knowledge
0.96,0.89,0.95,0.68,0.62,0.81,0.83,
0.45,0.96,0.52,0.79,0.97,0.75,0.49,sorting;tree;simulate
0.52,0.48,0.73,0.72,0.69,0.64,0.71,sorting;graph
0.46,0.51,0.96,0.55,0.95,0.97,0.88,sorting;graph;partition
0.67,0.99,0.93,0.51,0.47,0.62,0.74,partition;basic_knowledge
0.67,0.62,0.94,0.63,0.73,0.83,0.54,simulate
0.68,0.82,0.96,0.53,0.6,0.83,0.86,partition
0.56,0.49,0.47,0.46,0.69,0.45,0.43,sorting;graph;tree;partition;loop_and_branch;simulate
0.74,0.64,0.66,0.61,0.72,0.97,0.51,simulate
0.49,0.8,0.88,0.78,0.82,0.77,0.92,sorting
0.8,0.66,0.46,0.88,0.58,0.45,0.59,tree;basic_knowledge;loop_and_branch;simulate
0.68,0.85,0.68,0.78,0.75,0.57,0.5,loop_and_branch;simulate
0.46,0.92,0.71,0.92,0.72,0.56,0.64,sorting;loop_and_branch
0.88,0.75,0.95,0.75,0.43,0.48,0.55,basic_knowledge;loop_and_branch;simulate
0.49,0.73,0.76,0.79,0.54,0.59,0.9,sorting;basic_knowledge;loop_and_branch
0.64,0.77,0.76,0.65,0.94,0.43,0.91,loop_and_branch
0.7,0.85,0.82,0.56,0.87,0.74,0.85,partition
0.53,0.98,0.83,0.71,0.76,0.5,0.93,sorting;loop_and_branch
0.74,0.47,0.7,0.67,0.56,0.97,0.94,graph;basic_knowledge
0.79,0.62,0.69,0.93,0.6,0.6,0.55,simulate
0.53,0.59,0.95,0.71,0.82,0.73,0.82,sorting;graph
0.91,0.63,0.45,0.89,0.78,0.63,0.83,tree
0.45,0.52,0.75,0.51,0.89,0.73,0.53,sorting;graph;partition;simulate
0.9,0.46,0.65,0.48,0.94,0.72,0.71,graph;partition
0.63,0.68,0.92,0.87,0.72,0.67,0.57,simulate
0.6,0.74,0.94,0.8,0.51,0.5,0.73,basic_knowledge;loop_and_branch
0.66,0.54,0.76,0.58,0.45,0.51,0.47,graph;partition;basic_knowledge;loop_and_branch;simulate
0.68,0.7,0.79,0.62,0.54,0.92,0.92,basic_knowledge
0.73,0.61,0.45,0.92,0.87,0.91,0.44,tree;simulate
0.5,0.65,0.54,0.99,0.87,0.9,0.45,sorting;tree;simulate
0.57,0.78,0.55,0.74,0.6,0.56,0.48,sorting;tree;loop_and_branch;simulate
0.77,0.97,0.73,0.68,0.62,0.52,0.98,loop_and_branch
0.81,0.96,0.67,0.58,0.75,0.57,0.5,partition;loop_and_branch;simulate
0.48,0.6,0.55,0.67,0.66,0.93,0.89,sorting;tree
0.81,0.55,0.52,0.76,0.7,0.43,0.57,graph;tree;loop_and_branch;simulate
0.59,0.55,0.72,0.87,0.72,0.87,0.93,sorting;graph
0.72,0.51,0.66,0.5,0.88,0.58,0.48,graph;partition;loop_and_branch;simulate
0.69,0.88,0.8,0.87,0.77,0.58,0.73,loop_and_branch
0.6,0.67,0.57,0.49,0.71,0.48,0.48,tree;partition;loop_and_branch;simulate
0.84,0.51,0.66,0.44,0.53,0.93,0.91,graph;partition;basic_knowledge
0.67,0.61,0.44,0.54,0.84,0.45,0.51,tree;partition;loop_and_branch;simulate
0.48,0.94,0.94,0.76,0.93,0.69,0.58,sorting;simulate
0.56,0.84,0.52,0.88,0.66,0.88,0.8,sorting;tree
0.51,0.96,0.78,0.78,0.93,0.44,0.45,sorting;loop_and_branch;simulate
0.58,0.65,0.49,0.53,0.8,0.57,0.84,sorting;tree;partition;loop_and_branch
0.82,0.48,0.85,0.9,0.66,0.67,0.7,graph
0.92,0.5,0.5,0.68,0.62,0.71,0.46,graph;tree;simulate
0.59,0.59,0.49,0.67,0.93,0.59,0.6,sorting;graph;tree;loop_and_branch
0.72,0.64,0.57,0.59,0.53,0.87,0.88,tree;partition;basic_knowledge
0.47,0.58,0.99,0.45,0.46,0.61,0.77,sorting;graph;partition;basic_knowledge
0.54,0.53,0.5,0.88,0.82,0.62,0.59,sorting;graph;tree;simulate
0.79,0.75,0.7,0.67,0.58,0.79,0.63,basic_knowledge
0.55,0.73,0.47,0.78,0.91,0.76,0.59,sorting;tree;simulate
0.56,0.9,0.54,0.83,0.98,0.68,0.49,sorting;tree;simulate
0.58,0.78,0.84,0.76,0.87,0.63,0.53,sorting;simulate
0.46,0.91,0.48,0.79,0.76,0.45,0.44,sorting;tree;loop_and_branch;simulate
0.63,0.84,0.89,0.67,0.48,0.86,0.66,basic_knowledge
0.9,0.45,0.85,0.68,0.57,0.65,0.97,graph;basic_knowledge
0.93,0.59,0.76,0.44,0.73,0.96,0.72,graph;partition
0.59,0.72,0.67,0.44,0.71,0.9,0.55,sorting;partition;simulate
0.54,0.89,0.78,0.83,0.64,0.77,0.89,sorting
0.98,0.69,0.54,0.59,0.5,0.92,0.52,tree;partition;basic_knowledge;simulate
0.79,0.64,0.81,0.45,0.73,0.56,0.85,partition;loop_and_branch
0.83,0.78,0.97,0.65,0.91,0.46,0.56,loop_and_branch;simulate
0.64,0.9,0.47,0.61,0.43,0.72,0.88,tree;basic_knowledge
0.79,0.65,0.64,0.87,0.45,0.53,0.54,basic_knowledge;loop_and_branch;simulate
0.79,0.79,0.66,0.77,0.45,0.75,0.79,basic_knowledge
0.82,0.85,0.73,0.49,0.8,0.94,0.86,partition
0.96,0.62,0.59,0.48,0.5,0.51,0.62,tree;partition;basic_knowledge;loop_and_branch
0.8,0.49,0.92,0.9,0.66,0.83,0.79,graph
0.48,0.96,0.84,0.81,0.74,0.57,0.81,sorting;loop_and_branch
0.66,0.72,0.89,0.52,0.67,0.84,0.68,partition
0.68,0.76,0.48,0.61,0.85,0.68,0.69,tree
0.94,0.69,0.77,0.85,0.61,0.85,0.45,simulate
0.64,0.55,0.79,0.5,0.52,0.66,0.55,graph;partition;basic_knowledge;simulate
0.86,0.81,0.71,0.99,0.95,0.77,0.83,
0.49,0.89,0.5,0.78,0.73,0.55,0.5,sorting;tree;loop_and_branch;simulate
0.97,0.57,0.65,0.94,0.76,0.58,0.85,graph;loop_and_branch
0.82,0.87,0.46,0.68,0.81,0.74,0.98,tree
0.62,0.57,0.83,0.48,0.72,0.82,0.58,graph;partition;simulate
0.44,0.54,0.63,0.74,0.76,0.93,0.46,sorting;graph;simulate
0.56,0.96,0.67,0.53,0.69,0.71,0.95,sorting;partition
0.82,0.66,0.93,0.58,0.49,0.47,0.65,partition;basic_knowledge;loop_and_branch
0.43,0.5,0.51,0.61,0.75,0.46,0.91,sorting;graph;tree;loop_and_branch
0.74,0.83,0.78,0.62,0.54,0.73,0.78,basic_knowledge
0.89,0.71,0.8,0.57,0.77,0.56,0.82,partition;loop_and_branch
0.89,0.85,0.83,0.97,0.6,0.75,0.95,
0.56,0.72,0.53,0.81,0.57,0.77,0.86,sorting;tree;basic_knowledge
0.85,0.59,0.5,0.98,0.96,0.51,0.81,graph;tree;loop_and_branch
0.72,0.5,0.82,0.64,0.88,0.98,0.95,graph
0.93,0.71,0.69,0.49,0.65,0.67,0.87,partition
0.75,0.49,0.94,0.95,0.46,0.97,0.43,graph;basic_knowledge;simulate
0.62,0.97,0.71,0.58,0.66,0.71,0.93,partition
0.49,0.92,0.54,0.74,0.86,0.74,0.95,sorting;tree
0.52,0.5,0.86,0.89,0.65,0.65,0.58,sorting;graph;simulate
0.79,0.77,0.64,0.68,0.96,0.82,0.71,
0.71,0.6,0.83,0.62,0.78,0.97,0.58,simulate
0.97,0.65,0.6,0.57,0.56,0.79,0.83,partition;basic_knowledge
0.95,0.92,0.76,0.53,0.46,0.79,0.91,partition;basic_knowledge
0.46,0.69,0.69,0.49,0.74,0.46,0.61,sorting;partition;loop_and_branch
0.82,0.53,0.66,0.55,0.57,0.83,0.67,graph;partition;basic_knowledge
0.47,0.64,0.72,0.71,0.82,0.62,0.8,sorting
0.94,0.86,0.98,0.81,0.82,0.48,0.66,loop_and_branch
0.61,0.79,0.95,0.59,0.52,0.61,0.93,partition;basic_knowledge
0.46,0.55,0.9,0.74,0.45,0.46,0.55,sorting;graph;basic_knowledge;loop_and_branch;simulate
0.69,0.52,0.6,0.73,0.79,0.5,0.82,graph;loop_and_branch
0.98,0.92,0.55,0.57,0.96,0.75,0.45,tree;partition;simulate
0.65,0.61,0.84,0.44,0.67,0.56,0.68,partition;loop_and_branch
0.9,0.89,0.5,0.51,0.8,0.43,0.8,tree;partition;loop_and_branch
0.94,0.81,0.53,0.49,0.91,0.82,0.61,tree;partition
0.65,0.59,0.55,0.89,0.91,0.68,0.99,graph;tree
0.85,0.63,0.63,0.53,0.48,0.58,0.84,partition;basic_knowledge;loop_and_branch
0.73,0.57,0.46,0.79,0.56,0.6,0.48,graph;tree;basic_knowledge;simulate
0.64,0.7,0.89,0.64,0.78,0.7,0.66,
0.68,0.71,0.99,0.73,0.74,0.72,0.78,
0.85,0.48,0.68,0.66,0.77,0.49,0.56,graph;loop_and_branch;simulate
0.64,0.68,0.78,0.52,0.57,0.67,0.83,partition;basic_knowledge
0.44,0.47,0.75,0.96,0.68,0.65,0.66,sorting;graph
0.52,0.89,0.74,0.56,0.78,0.95,0.53,sorting;partition;simulate
0.57,0.73,0.5,0.84,0.87,0.59,0.64,sorting;tree;loop_and_branch
0.48,0.55,0.9,0.59,0.58,0.84,0.75,sorting;graph;partition;basic_knowledge
0.65,0.46,0.47,0.64,0.61,0.64,0.77,graph;tree
0.47,0.9,0.94,0.59,0.65,0.5,0.97,sorting;partition;loop_and_branch
0.69,0.61,0.46,0.88,0.53,0.55,0.93,tree;basic_knowledge;loop_and_branch
0.5,0.67,0.58,0.78,0.6,0.8,0.95,sorting;tree
0.56,0.7,0.68,0.56,0.68,0.52,0.72,sorting;partition;loop_and_branch
0.81,0.86,0.82,0.82,0.46,0.93,0.9,basic_knowledge
0.95,0.73,0.75,0.55,0.8,0.73,0.9,partition
0.65,0.58,0.76,0.88,0.53,0.61,0.43,graph;basic_knowledge;simulate
0.47,0.54,0.98,0.91,0.73,0.57,0.87,sorting;graph;loop_and_branch
0.78,0.97,0.51,0.95,0.81,0.64,0.94,tree
0.6,0.61,0.94,0.66,0.74,0.9,0.92,
0.56,0.73,0.99,0.68,0.91,0.44,0.77,sorting;loop_and_branch
0.56,0.69,0.64,0.62,0.75,0.69,0.67,sorting
0.5,0.8,0.73,0.76,0.49,0.51,0.6,sorting;basic_knowledge;loop_and_branch
0.76,0.56,0.47,0.64,0.6,0.63,0.57,graph;tree;simulate
0.88,0.78,0.57,0.72,0.88,0.49,0.91,tree;loop_and_branch
0.44,0.56,0.98,0.73,0.73,0.94,0.62,sorting;graph
0.54,0.93,0.98,0.58,0.67,0.71,0.71,sorting;partition
0.49,0.81,0.61,0.5,0.99,0.49,0.65,sorting;partition;loop_and_branch
0.58,0.54,0.78,0.79,0.54,0.53,0.66,sorting;graph;basic_knowledge;loop_and_branch
0.81,0.79,0.76,0.94,0.81,0.56,0.63,loop_and_branch
0.92,0.9,0.49,0.89,0.7,0.79,0.89,tree
0.43,0.46,0.48,0.7,0.98,0.49,0.7,sorting;graph;tree;loop_and_branch
0.87,0.48,0.67,0.7,0.44,0.45,0.64,graph;basic_knowledge;loop_and_branch
0.61,0.95,0.48,0.98,0.73,0.8,0.84,tree
0.78,0.56,0.57,0.66,0.66,0.96,0.76,graph;tree
0.97,0.85,0.52,0.46,0.83,0.53,0.59,tree;partition;loop_and_branch;simulate
0.77,0.85,0.75,0.82,0.61,0.58,0.8,loop_and_branch
0.66,0.9,0.71,0.71,0.84,0.59,0.96,loop_and_branch
0.69,0.74,0.75,0.79,0.55,0.61,0.89,basic_knowledge
0.94,0.87,0.48,0.84,0.78,0.76,0.51,tree;simulate
0.76,0.65,0.79,0.77,0.78,0.48,0.67,loop_and_branch
0.8,0.52,0.76,0.68,0.98,0.63,0.98,graph
0.73,0.56,0.77,0.65,0.88,0.94,0.53,graph;simulate
0.89,0.95,0.64,0.65,0.44,0.81,0.86,basic_knowledge
0.96,0.93,0.65,0.76,0.46,0.9,0.72,basic_knowledge
0.49,0.84,0.93,0.79,0.75,0.87,0.48,sorting;simulate
0.82,0.93,0.75,0.8,0.45,0.74,0.77,basic_knowledge
0.84,0.5,0.63,0.44,0.82,0.82,0.88,graph;partition
0.9,0.66,0.69,0.55,0.65,0.95,0.9,partition
0.56,0.64,0.69,0.58,0.58,0.62,0.73,sorting;partition;basic_knowledge
0.7,0.73,0.89,0.67,0.93,0.7,0.87,
0.96,0.66,0.47,0.99,0.75,0.48,0.99,tree;loop_and_branch
0.83,0.59,0.59,0.43,0.86,0.87,0.85,graph;tree;partition
0.56,0.48,0.52,0.72,0.67,0.95,0.84,sorting;graph;tree
0.68,0.83,0.99,0.84,0.8,0.7,0.79,
0.96,0.91,0.8,0.46,0.72,0.91,0.45,partition;simulate
0.45,0.73,0.61,0.49,0.57,0.5,0.86,sorting;partition;basic_knowledge;loop_and_branch
0.85,0.89,0.92,0.76,0.66,0.99,0.6,
0.81,0.82,0.59,0.79,0.87,0.72,0.67,tree
0.56,0.92,0.51,0.57,0.58,0.92,0.88,sorting;tree;partition;basic_knowledge
0.85,0.93,0.69,0.98,0.63,0.9,0.55,simulate
0.58,0.81,0.98,0.67,0.73,0.72,0.76,sorting
0.54,0.94,0.96,0.44,0.97,0.82,0.52,sorting;partition;simulate
0.62,0.84,0.67,0.5,0.98,0.52,0.58,partition;loop_and_branch;simulate
0.46,0.51,0.85,0.74,0.88,0.76,0.81,sorting;graph
0.61,0.69,0.87,0.48,0.9,0.73,0.44,partition;simulate
0.73,0.9,0.84,0.98,0.85,0.45,0.57,loop_and_branch;simulate
0.93,0.53,0.65,0.92,0.65,0.87,0.6,graph
0.67,0.44,0.93,0.73,0.92,0.55,0.82,graph;loop_and_branch
0.88,0.81,0.76,0.97,0.7,0.74,0.84,
0.83,0.7,0.46,0.93,0.65,0.64,0.66,tree
0.85,0.47,0.9,0.86,0.66,0.91,0.62,graph
0.73,0.45,0.93,0.53,0.46,0.75,0.75,graph;partition;basic_knowledge
0.88,0.52,0.76,0.92,0.86,0.76,0.58,graph;simulate
0.7,0.58,0.69,0.89,0.53,0.98,0.62,graph;basic_knowledge
0.51,0.6,0.44,0.93,0.6,0.86,0.57,sorting;tree;simulate
0.44,0.82,0.78,0.89,0.97,0.86,0.7,sorting
0.8,0.77,0.49,0.97,0.51,0.87,0.97,tree;basic_knowledge
0.87,0.68,0.54,0.55,0.44,0.85,0.53,tree;partition;basic_knowledge;simulate
0.8,0.59,0.61,0.92,0.63,0.59,0.48,graph;loop_and_branch;simulate
0.66,0.64,0.58,0.52,0.74,0.73,0.66,tree;partition
0.93,0.53,0.69,0.63,0.85,0.74,0.5,graph;simulate
0.86,0.51,0.44,0.84,0.58,0.84,0.77,graph;tree;basic_knowledge
0.74,0.67,0.71,0.62,0.94,0.96,0.46,simulate
0.63,0.61,0.57,0.92,0.84,0.58,0.73,tree;loop_and_branch
0.75,0.96,0.79,0.64,0.57,0.82,0.74,basic_knowledge
0.99,0.51,0.66,0.87,0.84,0.91,0.48,graph;simulate
0.83,0.89,0.92,0.8,0.47,0.54,0.52,basic_knowledge;loop_and_branch;simulate
0.69,0.84,0.63,0.67,0.49,0.69,0.56,basic_knowledge;simulate
0.82,0.92,0.52,0.73,0.77,0.78,0.69,tree
0.51,0.66,0.72,0.54,0.93,0.68,0.48,sorting;partition;simulate
0.62,0.53,0.81,0.79,0.83,0.54,0.83,graph;loop_and_branch
0.7,0.92,0.72,0.82,0.57,0.99,0.65,basic_knowledge
0.53,0.63,0.76,0.48,0.73,0.67,0.77,sorting;partition
0.44,0.88,0.62,0.62,0.7,0.84,0.75,sorting
0.66,0.83,0.53,0.8,0.7,0.65,0.68,tree
0.55,0.74,0.69,0.55,0.76,0.54,0.62,sorting;partition;loop_and_branch
0.79,0.63,0.59,0.58,0.43,0.93,0.45,tree;partition;basic_knowledge;simulate
0.85,0.84,0.73,0.5,0.89,0.82,0.88,partition
0.65,0.43,0.55,0.71,0.79,0.6,0.45,graph;tree;simulate
0.48,0.61,0.82,0.71,0.64,0.97,0.9,sorting
